countries,quarter2,MIPRCrisis,GlobalNtP,GlobalNtT,RegionalNtP,RegionalNtT,RegDum,CountryNtP,CountryNtT
ARGENTINA,1995q1,0,4.089830399,0.022542132,4.089830399,0.022542132,AmDum,0.012909039,7.15E-05
ARGENTINA,1995q2,0,4.698461533,0.024985887,4.698461533,0.024985887,AmDum,0.012656861,8.42E-05
ARGENTINA,1995q3,0,4.205328941,0.023106204,4.205328941,0.023106204,AmDum,0.003793869,2.49E-05
ARGENTINA,1995q4,0,3.838644028,0.022020932,3.838644028,0.022020932,AmDum,0.006419368,4.12E-05
ARGENTINA,1996q1,0,4.375494003,0.022670489,4.375494003,0.022670489,AmDum,0,0
ARGENTINA,1996q2,0,3.854794502,0.022627309,3.854794502,0.022627309,AmDum,0.031418134,0.000208156
ARGENTINA,1996q3,0,3.9435184,0.023667291,3.9435184,0.023667291,AmDum,0.002411293,1.55E-05
ARGENTINA,1996q4,0,3.00313592,0.01924653,3.00313592,0.01924653,AmDum,0.014685158,0.000102002
ARGENTINA,1997q1,0,3.453912973,0.02006547,3.453912973,0.02006547,AmDum,0.044341125,0.000316925
ARGENTINA,1997q2,0,3.344718933,0.019998429,3.344718933,0.019998429,AmDum,0.010311892,6.82E-05
ARGENTINA,1997q3,0,2.815053701,0.019751262,2.815053701,0.019751262,AmDum,0.021730689,0.000155852
ARGENTINA,1997q4,0,3.559176207,0.022219449,3.559176207,0.022219449,AmDum,0.028710712,0.00018886
ARGENTINA,1998q1,0,3.128838062,0.020710543,3.128838062,0.020710543,AmDum,0.025075128,0.000169715
ARGENTINA,1998q2,0,3.096049547,0.021420265,3.096049547,0.021420265,AmDum,0.001965644,1.36E-05
ARGENTINA,1998q3,0,3.791309357,0.022349928,3.791309357,0.022349928,AmDum,0.021000694,0.00013385
ARGENTINA,1998q4,0,3.108878851,0.019636337,3.108878851,0.019636337,AmDum,0.00548108,3.62E-05
ARGENTINA,1999q1,0,3.147571087,0.020658994,3.147571087,0.020658994,AmDum,0.002658586,1.83E-05
ARGENTINA,1999q2,0,2.991235018,0.01970252,2.991235018,0.01970252,AmDum,0.005133752,3.62E-05
ARGENTINA,1999q3,0,2.955223799,0.017178254,2.955223799,0.017178254,AmDum,0.030097904,0.000208377
ARGENTINA,1999q4,0,3.111111164,0.019091671,3.111111164,0.019091671,AmDum,0.002014632,1.40E-05
ARGENTINA,2000q1,0,3.608566046,0.020125501,3.608566046,0.020125501,AmDum,0.003491405,2.13E-05
ARGENTINA,2000q2,0,3.409443617,0.019923007,3.409443617,0.019923007,AmDum,0.005558261,3.37E-05
ARGENTINA,2000q3,0,4.003366947,0.021373659,4.003366947,0.021373659,AmDum,0.008390899,4.65E-05
ARGENTINA,2000q4,0,4.369883537,0.022600638,4.369883537,0.022600638,AmDum,0.004799746,2.57E-05
ARGENTINA,2001q1,0,3.836613655,0.021938741,3.836613655,0.021938741,AmDum,0.026493721,0.000151311
ARGENTINA,2001q2,0,3.56155324,0.021611489,3.56155324,0.021611489,AmDum,0.008956357,5.49E-05
ARGENTINA,2001q3,0,4.168596268,0.022587994,4.168596268,0.022587994,AmDum,0.035543181,0.000201945
ARGENTINA,2001q4,0,5.048440456,0.023626739,5.048440456,0.023626739,AmDum,0.059861295,0.000298948
ARGENTINA,2002q1,0,4.648320198,0.024509611,4.648320198,0.024509611,AmDum,0.060371242,0.000344887
ARGENTINA,2002q2,1,4.98819685,0.025768185,4.98819685,0.025768185,AmDum,0.028032502,0.000160307
ARGENTINA,2002q3,0,4.796699524,0.025165487,4.796699524,0.025165487,AmDum,0.028071376,0.000156776
ARGENTINA,2002q4,0,4.650390625,0.024687732,4.650390625,0.024687732,AmDum,0.015847346,8.94E-05
ARGENTINA,2003q1,0,4.782758713,0.023004185,4.782758713,0.023004185,AmDum,0.003988491,2.07E-05
ARGENTINA,2003q2,0,4.885639668,0.024948066,4.885639668,0.024948066,AmDum,0.011283058,6.28E-05
ARGENTINA,2003q3,0,4.210682392,0.02391479,4.210682392,0.02391479,AmDum,0.036990698,0.000247449
ARGENTINA,2003q4,0,4.457207203,0.023765491,4.457207203,0.023765491,AmDum,0.004030317,2.78E-05
ARGENTINA,2004q1,0,4.731277466,0.024279783,4.731277466,0.024279783,AmDum,0.071494311,0.000460258
ARGENTINA,2004q2,0,4.381305695,0.023452887,4.381305695,0.023452887,AmDum,0.004961229,3.38E-05
ARGENTINA,2004q3,0,3.847542524,0.022961123,3.847542524,0.022961123,AmDum,0.013121813,8.60E-05
ARGENTINA,2004q4,0,4.888469696,0.025754819,4.888469696,0.025754819,AmDum,0.004734756,2.85E-05
ARGENTINA,2005q1,0,4.091097355,0.022488534,4.091097355,0.022488534,AmDum,0.009949143,6.35E-05
ARGENTINA,2005q2,0,4.55787468,0.023652207,4.55787468,0.023652207,AmDum,0,0
ARGENTINA,2005q3,0,4.760352612,0.023824222,4.760352612,0.023824222,AmDum,0.001819804,1.13E-05
ARGENTINA,2005q4,0,4.134087086,0.021658542,4.134087086,0.021658542,AmDum,0.009034937,5.58E-05
ARGENTINA,2006q1,0,4.071969509,0.020817464,4.071969509,0.020817464,AmDum,0,0
ARGENTINA,2006q2,0,4.748651505,0.023147101,4.748651505,0.023147101,AmDum,0.008869112,5.35E-05
ARGENTINA,2006q3,0,3.830294609,0.022028368,3.830294609,0.022028368,AmDum,0.00580213,3.60E-05
ARGENTINA,2006q4,0,4.037946224,0.02261024,4.037946224,0.02261024,AmDum,0.005660098,3.63E-05
ARGENTINA,2007q1,0,4.156677246,0.021388145,4.156677246,0.021388145,AmDum,0.00489684,2.90E-05
ARGENTINA,2007q2,0,3.996348143,0.023245441,3.996348143,0.023245441,AmDum,0.002844298,1.73E-05
ARGENTINA,2007q3,0,3.870988131,0.021935971,3.870988131,0.021935971,AmDum,0.002961859,1.79E-05
ARGENTINA,2007q4,0,4.504495621,0.025362523,4.504495621,0.025362523,AmDum,0.007892293,4.83E-05
ARGENTINA,2008q1,0,4.726232529,0.026450578,4.726232529,0.026450578,AmDum,0.013259658,7.74E-05
ARGENTINA,2008q2,0,4.481971741,0.025593124,4.481971741,0.025593124,AmDum,0.018501105,0.000105512
ARGENTINA,2008q3,0,4.582547188,0.024800455,4.582547188,0.024800455,AmDum,0.003962241,2.25E-05
ARGENTINA,2008q4,0,5.771596909,0.027705347,5.771596909,0.027705347,AmDum,0.023851704,0.000120532
ARGENTINA,2009q1,0,5.454398155,0.026897045,5.454398155,0.026897045,AmDum,0.025453085,0.000129203
ARGENTINA,2009q2,0,5.046031952,0.02618406,5.046031952,0.02618406,AmDum,0.019752355,0.00010792
ARGENTINA,2009q3,0,4.454035759,0.024826802,4.454035759,0.024826802,AmDum,0.007123787,4.49E-05
ARGENTINA,2009q4,0,4.670024395,0.024266774,4.670024395,0.024266774,AmDum,0.012176136,6.94E-05
ARGENTINA,2010q1,0,4.72125721,0.025287015,4.72125721,0.025287015,AmDum,0.009369384,5.37E-05
ARGENTINA,2010q2,0,5.487989426,0.027363503,5.487989426,0.027363503,AmDum,0.015595409,8.48E-05
ARGENTINA,2010q3,0,4.777503014,0.025408298,4.777503014,0.025408298,AmDum,0.001492334,8.96E-06
ARGENTINA,2010q4,0,4.516752243,0.02450693,4.516752243,0.02450693,AmDum,0.012860372,7.46E-05
ARGENTINA,2011q1,0,5.026637554,0.026237991,5.026637554,0.026237991,AmDum,0.000732404,4.19E-06
ARGENTINA,2011q2,0,4.485313892,0.024696186,4.485313892,0.024696186,AmDum,0.004726703,2.69E-05
ARGENTINA,2011q3,0,5.488289833,0.02746463,5.488289833,0.02746463,AmDum,0.008915974,4.90E-05
ARGENTINA,2011q4,0,4.920706272,0.026980471,4.920706272,0.026980471,AmDum,0.008034239,4.66E-05
ARGENTINA,2012q1,0,4.176233768,0.024769533,4.176233768,0.024769533,AmDum,0.003428262,2.19E-05
ARGENTINA,2012q2,0,4.698056698,0.025899755,4.698056698,0.025899755,AmDum,0.004873874,2.81E-05
ARGENTINA,2012q3,0,4.683049202,0.024974726,4.683049202,0.024974726,AmDum,0.000634498,3.57E-06
ARGENTINA,2012q4,0,4.615978241,0.023927417,4.615978241,0.023927417,AmDum,0.010122743,5.82E-05
ARGENTINA,2013q1,0,4.659716606,0.023904469,4.659716606,0.023904469,AmDum,0.014466301,8.37E-05
ARGENTINA,2013q2,0,4.47298336,0.02431301,4.47298336,0.02431301,AmDum,0.007344345,4.29E-05
ARGENTINA,2013q3,0,4.631232738,0.025345121,4.631232738,0.025345121,AmDum,0.001245114,7.52E-06
ARGENTINA,2013q4,0,4.397819996,0.023386009,4.397819996,0.023386009,AmDum,0.00435737,2.46E-05
ARGENTINA,2014q1,0,4.37856102,0.024117632,4.37856102,0.024117632,AmDum,0.020119322,0.000116712
ARGENTINA,2014q2,0,4.528443813,0.024150524,4.528443813,0.024150524,AmDum,0.019295078,0.00010785
ARGENTINA,2014q3,0,4.754800797,0.024476016,4.754800797,0.024476016,AmDum,0.015727529,8.83E-05
ARGENTINA,2014q4,0,4.213103771,0.024157559,4.213103771,0.024157559,AmDum,0.001715158,1.04E-05
AUSTRALIA,1995q1,0,4.089830399,0.022542132,1.5625,0.01376652,AsDum,0.018072655,0.000100113
AUSTRALIA,1995q2,0,4.698461533,0.024985887,3.3600142,0.022872239,AsDum,0.012656861,8.42E-05
AUSTRALIA,1995q3,0,4.205328941,0.023106204,3.349294186,0.022998227,AsDum,0.037938692,0.000249141
AUSTRALIA,1995q4,0,3.838644028,0.022020932,3.430884123,0.02268965,AsDum,0.022467788,0.000144073
AUSTRALIA,1996q1,0,4.375494003,0.022670489,3.076393843,0.021332148,AsDum,0.012522079,8.18E-05
AUSTRALIA,1996q2,0,3.854794502,0.022627309,3.03730011,0.021125412,AsDum,0.015709067,0.000104078
AUSTRALIA,1996q3,0,3.9435184,0.023667291,3.403423071,0.022645414,AsDum,0.012056467,7.76E-05
AUSTRALIA,1996q4,0,3.00313592,0.01924653,2.849495649,0.021783676,AsDum,0.031328335,0.000217603
AUSTRALIA,1997q1,0,3.453912973,0.02006547,2.93296504,0.022326147,AsDum,0.017243771,0.000123249
AUSTRALIA,1997q2,0,3.344718933,0.019998429,3.414222956,0.023990685,AsDum,0.022342432,0.000147716
AUSTRALIA,1997q3,0,2.815053701,0.019751262,3.362098694,0.025087768,AsDum,0.041650489,0.000298717
AUSTRALIA,1997q4,0,3.559176207,0.022219449,4.13486433,0.028318802,AsDum,0.0439105,0.000288844
AUSTRALIA,1998q1,0,3.128838062,0.020710543,4.111013889,0.028243532,AsDum,0.034030531,0.000230327
AUSTRALIA,1998q2,0,3.096049547,0.021420265,4.404539585,0.029762996,AsDum,0.029484656,0.000203535
AUSTRALIA,1998q3,0,3.791309357,0.022349928,4.652053356,0.030736683,AsDum,0.043616828,0.000277995
AUSTRALIA,1998q4,0,3.108878851,0.019636337,4.127056122,0.028932603,AsDum,0.015347024,0.000101332
AUSTRALIA,1999q1,0,3.147571087,0.020658994,3.946649075,0.027759686,AsDum,0.031903032,0.000219583
AUSTRALIA,1999q2,0,2.991235018,0.01970252,3.369812965,0.025705639,AsDum,0.005133752,3.62E-05
AUSTRALIA,1999q3,0,2.955223799,0.017178254,3.75321126,0.027520344,AsDum,0.036117487,0.000250052
AUSTRALIA,1999q4,0,3.111111164,0.019091671,3.217177391,0.024684153,AsDum,0.020146323,0.000140335
AUSTRALIA,2000q1,0,3.608566046,0.020125501,4.092592716,0.028460344,AsDum,0.020948432,0.000127678
AUSTRALIA,2000q2,0,3.409443617,0.019923007,4.147325039,0.027300851,AsDum,0.035202321,0.000213564
AUSTRALIA,2000q3,0,4.003366947,0.021373659,4.947408676,0.029252179,AsDum,0.118671283,0.00065811
AUSTRALIA,2000q4,0,4.369883537,0.022600638,5.074834824,0.029803865,AsDum,0.038397964,0.000205695
AUSTRALIA,2001q1,0,3.836613655,0.021938741,5.394011021,0.031352341,AsDum,0.018015729,0.000102891
AUSTRALIA,2001q2,0,3.56155324,0.021611489,4.229084492,0.026825406,AsDum,0.017315624,0.000106153
AUSTRALIA,2001q3,0,4.168596268,0.022587994,4.314709187,0.027120523,AsDum,0.028314058,0.000160872
AUSTRALIA,2001q4,0,5.048440456,0.023626739,5.734960556,0.031735923,AsDum,0.015164861,7.57E-05
AUSTRALIA,2002q1,0,4.648320198,0.024509611,5.165198326,0.03206896,AsDum,0.022136122,0.000126459
AUSTRALIA,2002q2,0,4.98819685,0.025768185,4.496815205,0.029964207,AsDum,0.017520314,0.000100192
AUSTRALIA,2002q3,0,4.796699524,0.025165487,4.957215309,0.030591879,AsDum,0.029007088,0.000162002
AUSTRALIA,2002q4,0,4.650390625,0.024687732,5.082945824,0.031199889,AsDum,0.025856197,0.00014589
AUSTRALIA,2003q1,0,4.782758713,0.023004185,4.955459595,0.02786384,AsDum,0.012630223,6.56E-05
AUSTRALIA,2003q2,0,4.885639668,0.024948066,4.895662308,0.028420635,AsDum,0.016118655,8.97E-05
AUSTRALIA,2003q3,0,4.210682392,0.02391479,3.872890234,0.027811656,AsDum,0.036990698,0.000247449
AUSTRALIA,2003q4,0,4.457207203,0.023765491,3.106096983,0.025508596,AsDum,0.020151585,0.000138895
AUSTRALIA,2004q1,0,4.731277466,0.024279783,3.69389987,0.025667129,AsDum,0.01059175,6.82E-05
AUSTRALIA,2004q2,0,4.381305695,0.023452887,3.336474419,0.024887327,AsDum,0.009922459,6.76E-05
AUSTRALIA,2004q3,0,3.847542524,0.022961123,3.49844718,0.024529213,AsDum,0.039365437,0.000257868
AUSTRALIA,2004q4,0,4.888469696,0.025754819,3.444507122,0.023021398,AsDum,0.035984147,0.000216585
AUSTRALIA,2005q1,0,4.091097355,0.022488534,3.817152023,0.023608336,AsDum,0.024872856,0.000158828
AUSTRALIA,2005q2,0,4.55787468,0.023652207,3.366015911,0.023820139,AsDum,0.00703355,4.67E-05
AUSTRALIA,2005q3,0,4.760352612,0.023824222,3.230727434,0.0225775,AsDum,0.034576267,0.000214025
AUSTRALIA,2005q4,0,4.134087086,0.021658542,3.198374033,0.023679823,AsDum,0.022587342,0.000139473
AUSTRALIA,2006q1,0,4.071969509,0.020817464,3.734800816,0.026362324,AsDum,0.011688957,6.89E-05
AUSTRALIA,2006q2,0,4.748651505,0.023147101,3.350724697,0.026075384,AsDum,0.024390059,0.000147145
AUSTRALIA,2006q3,0,3.830294609,0.022028368,3.474916458,0.024613077,AsDum,0.027560117,0.000170916
AUSTRALIA,2006q4,0,4.037946224,0.02261024,3.361616135,0.024667382,AsDum,0.013206895,8.48E-05
AUSTRALIA,2007q1,0,4.156677246,0.021388145,3.244517565,0.023072125,AsDum,0.02693262,0.000159662
AUSTRALIA,2007q2,0,3.996348143,0.023245441,3.584832907,0.023127571,AsDum,0.035553727,0.000216162
AUSTRALIA,2007q3,0,3.870988131,0.021935971,3.834572554,0.026030231,AsDum,0.068122759,0.000412141
AUSTRALIA,2007q4,0,4.504495621,0.025362523,3.750883341,0.024845229,AsDum,0.01183844,7.25E-05
AUSTRALIA,2008q1,0,4.726232529,0.026450578,3.915254354,0.027708508,AsDum,0.036659054,0.000214011
AUSTRALIA,2008q2,0,4.481971741,0.025593124,5.179704189,0.029858749,AsDum,0.027040076,0.000154209
AUSTRALIA,2008q3,0,4.582547188,0.024800455,4.929325104,0.031820938,AsDum,0.060226064,0.000341792
AUSTRALIA,2008q4,1,5.771596909,0.027705347,5.45409441,0.033458665,AsDum,0.044296019,0.000223845
AUSTRALIA,2009q1,0,5.454398155,0.026897045,5.379095078,0.031600267,AsDum,0.059390534,0.000301475
AUSTRALIA,2009q2,0,5.046031952,0.02618406,4.526912212,0.028258178,AsDum,0.026037196,0.000142258
AUSTRALIA,2009q3,0,4.454035759,0.024826802,3.253140211,0.027041569,AsDum,0.03846845,0.000242707
AUSTRALIA,2009q4,0,4.670024395,0.024266774,3.205495834,0.023652311,AsDum,0.023591263,0.000134523
AUSTRALIA,2010q1,0,4.72125721,0.025287015,3.872703314,0.02920741,AsDum,0.02732737,0.000156512
AUSTRALIA,2010q2,1,5.487989426,0.027363503,3.900207996,0.027520243,AsDum,0.037255701,0.000202586
AUSTRALIA,2010q3,0,4.777503014,0.025408298,3.496699572,0.028327553,AsDum,0.02686201,0.000161196
AUSTRALIA,2010q4,0,4.516752243,0.02450693,3.355750561,0.025108295,AsDum,0.037904251,0.000219931
AUSTRALIA,2011q1,0,5.026637554,0.026237991,3.764431953,0.026583118,AsDum,0.025634132,0.000146743
AUSTRALIA,2011q2,0,4.485313892,0.024696186,3.911308289,0.027569177,AsDum,0.022344414,0.000127117
AUSTRALIA,2011q3,0,5.488289833,0.02746463,3.859791517,0.02821351,AsDum,0.034772296,0.000191233
AUSTRALIA,2011q4,0,4.920706272,0.026980471,4.329355717,0.028870869,AsDum,0.027754644,0.000161048
AUSTRALIA,2012q1,0,4.176233768,0.024769533,3.245247126,0.026165731,AsDum,0.023312183,0.000148623
AUSTRALIA,2012q2,0,4.698056698,0.025899755,4.014304161,0.027736597,AsDum,0.032724582,0.000188985
AUSTRALIA,2012q3,0,4.683049202,0.024974726,4.199608803,0.029426485,AsDum,0.01903495,0.000107088
AUSTRALIA,2012q4,0,4.615978241,0.023927417,3.449530602,0.025974829,AsDum,0.013014955,7.48E-05
AUSTRALIA,2013q1,0,4.659716606,0.023904469,3.128172636,0.025461458,AsDum,0.028243732,0.000163338
AUSTRALIA,2013q2,0,4.47298336,0.02431301,3.824163914,0.026560673,AsDum,0.016024025,9.35E-05
AUSTRALIA,2013q3,0,4.631232738,0.025345121,3.799645424,0.028003188,AsDum,0.035485756,0.000214353
AUSTRALIA,2013q4,0,4.397819996,0.023386009,3.824463129,0.026028991,AsDum,0.021164369,0.000119267
AUSTRALIA,2014q1,0,4.37856102,0.024117632,4.438461304,0.02943041,AsDum,0.042605624,0.000247155
AUSTRALIA,2014q2,0,4.528443813,0.024150524,4.387689114,0.027449735,AsDum,0.022602806,0.000126338
AUSTRALIA,2014q3,0,4.754800797,0.024476016,3.540925264,0.025563126,AsDum,0.045276221,0.00025434
AUSTRALIA,2014q4,0,4.213103771,0.024157559,3.547451019,0.025874695,AsDum,0.034303151,0.000208554
AUSTRIA,1995q1,0,4.089830399,0.022542132,0,0,EuDum,0.028399887,0.000157321
AUSTRIA,1995q2,0,4.698461533,0.024985887,3.47777319,0.024099819,EuDum,0,0
AUSTRIA,1995q3,0,4.205328941,0.023106204,3.536543608,0.022964315,EuDum,0,0
AUSTRIA,1995q4,0,3.838644028,0.022020932,3.706997633,0.024411615,EuDum,0.009629052,6.17E-05
AUSTRIA,1996q1,0,4.375494003,0.022670489,3.696186066,0.023935553,EuDum,0.004174026,2.73E-05
AUSTRIA,1996q2,0,3.854794502,0.022627309,3.636181355,0.023466825,EuDum,0.005236356,3.47E-05
AUSTRIA,1996q3,0,3.9435184,0.023667291,3.899416924,0.025292279,EuDum,0.00723388,4.66E-05
AUSTRIA,1996q4,0,3.00313592,0.01924653,3.608058691,0.025124988,EuDum,0.003916042,2.72E-05
AUSTRIA,1997q1,0,3.453912973,0.02006547,3.272321463,0.024471344,EuDum,0.002463396,1.76E-05
AUSTRIA,1997q2,0,3.344718933,0.019998429,3.466195822,0.023389066,EuDum,0.001718649,1.14E-05
AUSTRIA,1997q3,0,2.815053701,0.019751262,3.634970903,0.025123684,EuDum,0.001810891,1.30E-05
AUSTRIA,1997q4,0,3.559176207,0.022219449,3.482513666,0.023954595,EuDum,0.001688865,1.11E-05
AUSTRIA,1998q1,0,3.128838062,0.020710543,3.742011786,0.025378531,EuDum,0.003582161,2.42E-05
AUSTRIA,1998q2,0,3.096049547,0.021420265,3.327983856,0.023510739,EuDum,0.003931287,2.71E-05
AUSTRIA,1998q3,0,3.791309357,0.022349928,4.214993,0.028439049,EuDum,0.009692629,6.18E-05
AUSTRIA,1998q4,0,3.108878851,0.019636337,3.771078825,0.025329445,EuDum,0.007673512,5.07E-05
AUSTRIA,1999q1,0,3.147571087,0.020658994,3.44951129,0.023791337,EuDum,0.005317172,3.66E-05
AUSTRIA,1999q2,0,2.991235018,0.01970252,3.438388586,0.023302186,EuDum,0,0
AUSTRIA,1999q3,0,2.955223799,0.017178254,3.281294584,0.023255736,EuDum,0.012039162,8.34E-05
AUSTRIA,1999q4,0,3.111111164,0.019091671,3.491610765,0.023487849,EuDum,0.004029265,2.81E-05
AUSTRIA,2000q1,0,3.608566046,0.020125501,3.55010891,0.02455638,EuDum,0.04015116,0.000244715
AUSTRIA,2000q2,0,3.409443617,0.019923007,3.659021378,0.023004087,EuDum,0.005558261,3.37E-05
AUSTRIA,2000q3,0,4.003366947,0.021373659,4.604452133,0.026537843,EuDum,0.007192199,3.99E-05
AUSTRIA,2000q4,0,4.369883537,0.022600638,4.928353786,0.025451083,EuDum,0.010799427,5.79E-05
AUSTRIA,2001q1,0,3.836613655,0.021938741,4.619517326,0.025649924,EuDum,0.002119498,1.21E-05
AUSTRIA,2001q2,0,3.56155324,0.021611489,3.815618277,0.023180321,EuDum,0.011941809,7.32E-05
AUSTRIA,2001q3,0,4.168596268,0.022587994,4.712406158,0.027172912,EuDum,0.006626695,3.77E-05
AUSTRIA,2001q4,0,5.048440456,0.023626739,5.278350353,0.032259587,EuDum,0.001596301,7.97E-06
AUSTRIA,2002q1,0,4.648320198,0.024509611,4.811294556,0.033185758,EuDum,0.006037124,3.45E-05
AUSTRIA,2002q2,0,4.98819685,0.025768185,4.361018658,0.02898444,EuDum,0.00613211,3.51E-05
AUSTRIA,2002q3,0,4.796699524,0.025165487,5.58557272,0.0343257,EuDum,0.013099975,7.32E-05
AUSTRIA,2002q4,0,4.650390625,0.024687732,4.91654253,0.03197604,EuDum,0.004170354,2.35E-05
AUSTRIA,2003q1,0,4.782758713,0.023004185,5.809756279,0.034672152,EuDum,0.007312234,3.80E-05
AUSTRIA,2003q2,0,4.885639668,0.024948066,4.614950657,0.031794772,EuDum,0.007253395,4.04E-05
AUSTRIA,2003q3,0,4.210682392,0.02391479,4.188592434,0.029370025,EuDum,0.015853157,0.00010605
AUSTRIA,2003q4,0,4.457207203,0.023765491,4.182051182,0.027091373,EuDum,0.006045475,4.17E-05
AUSTRIA,2004q1,0,4.731277466,0.024279783,4.610628128,0.030823089,EuDum,0,0
AUSTRIA,2004q2,0,4.381305695,0.023452887,4.151302814,0.029090015,EuDum,0.002480615,1.69E-05
AUSTRIA,2004q3,0,3.847542524,0.022961123,3.993337393,0.025697993,EuDum,0.008747875,5.73E-05
AUSTRIA,2004q4,0,4.888469696,0.025754819,3.640653372,0.024313089,EuDum,0.003787805,2.28E-05
AUSTRIA,2005q1,0,4.091097355,0.022488534,3.254645586,0.022968575,EuDum,0,0
AUSTRIA,2005q2,0,4.55787468,0.023652207,3.598591566,0.02405351,EuDum,0.017583877,0.000116788
AUSTRIA,2005q3,0,4.760352612,0.023824222,3.625173807,0.023388533,EuDum,0.003639607,2.25E-05
AUSTRIA,2005q4,0,4.134087086,0.021658542,4.455258846,0.028263835,EuDum,0.007529114,4.65E-05
AUSTRIA,2006q1,0,4.071969509,0.020817464,5.066666603,0.027925776,EuDum,0.007013374,4.14E-05
AUSTRIA,2006q2,0,4.748651505,0.023147101,4.657940865,0.027510926,EuDum,0.004434556,2.68E-05
AUSTRIA,2006q3,0,3.830294609,0.022028368,4.632257938,0.02873111,EuDum,0.008703195,5.40E-05
AUSTRIA,2006q4,0,4.037946224,0.02261024,4.59710741,0.029948181,EuDum,0,0
AUSTRIA,2007q1,0,4.156677246,0.021388145,5.341801167,0.031160329,EuDum,0,0
AUSTRIA,2007q2,0,3.996348143,0.023245441,4.195501804,0.026881125,EuDum,0.004266447,2.59E-05
AUSTRIA,2007q3,0,3.870988131,0.021935971,5.01642704,0.029764008,EuDum,0.002961859,1.79E-05
AUSTRIA,2007q4,0,4.504495621,0.025362523,4.876767635,0.029957062,EuDum,0,0
AUSTRIA,2008q1,0,4.726232529,0.026450578,6.265658855,0.033056438,EuDum,0.006239839,3.64E-05
AUSTRIA,2008q2,0,4.481971741,0.025593124,5.759550571,0.031683829,EuDum,0.01043652,5.95E-05
AUSTRIA,2008q3,0,4.582547188,0.024800455,5.795511246,0.033657745,EuDum,0.003169793,1.80E-05
AUSTRIA,2008q4,0,5.771596909,0.027705347,7.559895992,0.0365889,EuDum,0.012493749,6.31E-05
AUSTRIA,2009q1,0,5.454398155,0.026897045,8.147170067,0.039190415,EuDum,0.016968723,8.61E-05
AUSTRIA,2009q2,0,5.046031952,0.02618406,5.354166508,0.033812612,EuDum,0.005387006,2.94E-05
AUSTRIA,2009q3,0,4.454035759,0.024826802,3.912317276,0.031492092,EuDum,0.006411409,4.05E-05
AUSTRIA,2009q4,0,4.670024395,0.024266774,4.501683712,0.03105619,EuDum,0.002283026,1.30E-05
AUSTRIA,2010q1,0,4.72125721,0.025287015,6.102702618,0.032216642,EuDum,0.00390391,2.24E-05
AUSTRIA,2010q2,1,5.487989426,0.027363503,6.768817425,0.033721708,EuDum,0.004332058,2.36E-05
AUSTRIA,2010q3,0,4.777503014,0.025408298,4.955357075,0.029378291,EuDum,0.009700171,5.82E-05
AUSTRIA,2010q4,0,4.516752243,0.02450693,9.78787899,0.040235434,EuDum,0.003384308,1.96E-05
AUSTRIA,2011q1,0,5.026637554,0.026237991,4.751219749,0.029828805,EuDum,0.000732404,4.19E-06
AUSTRIA,2011q2,0,4.485313892,0.024696186,5.593123436,0.031737775,EuDum,0.005156403,2.93E-05
AUSTRIA,2011q3,0,5.488289833,0.02746463,6.739534855,0.037974685,EuDum,0.005349584,2.94E-05
AUSTRIA,2011q4,0,4.920706272,0.026980471,5.523961544,0.034608725,EuDum,0.008764624,5.09E-05
AUSTRIA,2012q1,0,4.176233768,0.024769533,5.524064064,0.034282111,EuDum,0.006170872,3.93E-05
AUSTRIA,2012q2,0,4.698056698,0.025899755,5.542071342,0.032056682,EuDum,0.012532819,7.24E-05
AUSTRIA,2012q3,0,4.683049202,0.024974726,6.513157845,0.034247927,EuDum,0.004441488,2.50E-05
AUSTRIA,2012q4,0,4.615978241,0.023927417,4.742400169,0.031192448,EuDum,0.005784425,3.32E-05
AUSTRIA,2013q1,0,4.659716606,0.023904469,4.8437047,0.031534418,EuDum,0.008266458,4.78E-05
AUSTRIA,2013q2,0,4.47298336,0.02431301,5.216748714,0.032968059,EuDum,0.003338339,1.95E-05
AUSTRIA,2013q3,0,4.631232738,0.025345121,4.607784271,0.032516375,EuDum,0.001867671,1.13E-05
AUSTRIA,2013q4,0,4.397819996,0.023386009,5.408071518,0.029883662,EuDum,0.009959703,5.61E-05
AUSTRIA,2014q1,0,4.37856102,0.024117632,4.911157131,0.030739984,EuDum,0.003550469,2.06E-05
AUSTRIA,2014q2,0,4.528443813,0.024150524,4.578817844,0.028062919,EuDum,0.006615455,3.70E-05
AUSTRIA,2014q3,0,4.754800797,0.024476016,5.142011642,0.028697388,EuDum,0.008578652,4.82E-05
AUSTRIA,2014q4,0,4.213103771,0.024157559,4.726651669,0.026900539,EuDum,0.002286877,1.39E-05
BANGLADESH,1995q1,0,4.089830399,0.022542132,1.5625,0.01376652,AsDum,0,0
BANGLADESH,1995q2,0,4.698461533,0.024985887,3.3600142,0.022872239,AsDum,0.012656861,8.42E-05
BANGLADESH,1995q3,0,4.205328941,0.023106204,3.349294186,0.022998227,AsDum,0,0
BANGLADESH,1995q4,0,3.838644028,0.022020932,3.430884123,0.02268965,AsDum,0,0
BANGLADESH,1996q1,0,4.375494003,0.022670489,3.076393843,0.021332148,AsDum,0.020870132,0.000136353
BANGLADESH,1996q2,0,3.854794502,0.022627309,3.03730011,0.021125412,AsDum,0.013090889,8.67E-05
BANGLADESH,1996q3,0,3.9435184,0.023667291,3.403423071,0.022645414,AsDum,0.002411293,1.55E-05
